hour_of_year,datetime,wind_speed_15m_ms,air_density_kgm3,omega_rad_s,rotor_rpm,tsr,cp_effective,aero_torque_nm,electrical_power_kw,mode_id
17,2023-01-01 16:00:00,6.02460217151295,1.11763502454992,21.8216014026322,208.380943764597,2.50546924361521,0.30810008350872,7.76182322941884,0.110938553074271,3
18,2023-01-01 17:00:00,6.57712300558469,1.11744840368688,20.8091147541986,198.712408469832,2.49020125586988,0.316310129437116,9.23523058705694,0.143454357799276,3
19,2023-01-01 18:00:00,7.02338983310416,1.11759769539078,23.0383461263252,220,2.46017379147913,0.326017379147913,10.9631537358526,0.174403310742973,3
20,2023-01-01 19:00:00,6.90651042589668,1.11849428399519,23.0383461263252,220,2.50180750179647,0.329819249820353,10.550292021916,0.170061663130633,3
21,2023-01-01 20:00:00,5.34457652957851,1.11987934669835,19.169452423359,183.05478657255,2.502719603749,0.308343144318962,6.0934841109701,0.074684467812728,3
22,2023-01-01 21:00:00,7.63966307110725,1.118793466631,23.0383461263252,220,2.26171749119291,0.306171749119292,13.2646774722084,0.202629552194633,3
23,2023-01-01 22:00:00,9.89224801001509,1.1172245409015,23.0383461263252,220,1.74669696688261,0.239471514701217,22.4831942731839,0.321133474432127,3
24,2023-01-01 23:00:00,8.51094592483576,1.11744840368688,23.0383461263252,220,2.03018086912323,0.283018086912323,16.9259814613532,0.258283095867772,3
25,2023-01-02 00:00:00,6.48149439968765,1.11841951333645,20.1715847854298,192.624445715906,2.45606459827146,0.306942336842264,8.92240631609268,0.13422098561127,3
26,2023-01-02 01:00:00,4.97268750664561,1.11987934669835,17.7421636457015,169.425182721523,2.5030806981897,0.309528190790485,5.27310539684091,0.0586029331082605,3
